rows,cols,vehicles,hub_ratio,variance,method,iteration,best_fitness
15,15,10,0.0,0.1,pso,20,258143.3015
15,15,10,0.0,0.1,ga,0,258711.4079
15,15,10,0.0,0.1,ga,1,258700.0078
15,15,10,0.0,0.1,ga,2,258471.7476
15,15,10,0.0,0.1,ga,3,258293.7355
15,15,10,0.0,0.1,ga,4,258293.7355
15,15,10,0.0,0.1,ga,5,258241.3175
15,15,10,0.0,0.1,ga,6,258241.3175
15,15,10,0.0,0.1,ga,7,258207.4214
15,15,10,0.0,0.1,ga,8,258189.9982
15,15,10,0.0,0.1,ga,9,258189.9982
15,15,10,0.0,0.1,ga,10,258189.9982
15,15,10,0.0,0.1,ga,11,258189.9982
15,15,10,0.0,0.1,ga,12,258189.9982
15,15,10,0.0,0.1,ga,13,258150.1429
15,15,10,0.0,0.1,ga,14,258150.1429
15,15,10,0.0,0.1,ga,15,258150.1429
15,15,10,0.0,0.1,ga,16,258114.236
15,15,10,0.0,0.1,ga,17,258114.236
15,15,10,0.0,0.1,ga,18,258114.236
15,15,10,0.0,0.1,ga,19,258114.236
15,15,10,0.0,0.1,ga,20,258114.236
15,15,10,0.0,0.5,qpso,0,247912.3862
15,15,10,0.0,0.5,qpso,1,247912.3862
15,15,10,0.0,0.5,qpso,2,247912.3862
15,15,10,0.0,0.5,qpso,3,247912.3862
15,15,10,0.0,0.5,qpso,4,247912.3862
15,15,10,0.0,0.5,qpso,5,247912.3862
15,15,10,0.0,0.5,qpso,6,247912.3862
15,15,10,0.0,0.5,qpso,7,247912.3862
15,15,10,0.0,0.5,qpso,8,247912.3862
15,15,10,0.0,0.5,qpso,9,247912.3862
15,15,10,0.0,0.5,qpso,10,247912.3862
15,15,10,0.0,0.5,qpso,11,247112.7401
15,15,10,0.0,0.5,qpso,12,247112.7401
15,15,10,0.0,0.5,qpso,13,247112.7401
15,15,10,0.0,0.5,qpso,14,247112.7401
15,15,10,0.0,0.5,qpso,15,247112.7401
15,15,10,0.0,0.5,qpso,16,246932.7711
15,15,10,0.0,0.5,qpso,17,246932.7711
15,15,10,0.0,0.5,qpso,18,246932.7711
15,15,10,0.0,0.5,qpso,19,246932.7711
15,15,10,0.0,0.5,qpso,20,246932.7711
15,15,10,0.0,0.5,pso,0,247912.3862
15,15,10,0.0,0.5,pso,1,247912.3862
15,15,10,0.0,0.5,pso,2,247912.3862
15,15,10,0.0,0.5,pso,3,247912.3862
15,15,10,0.0,0.5,pso,4,247912.3862
15,15,10,0.0,0.5,pso,5,247912.3862
15,15,10,0.0,0.5,pso,6,247912.3862
15,15,10,0.0,0.5,pso,7,247912.3862
15,15,10,0.0,0.5,pso,8,247912.3862
15,15,10,0.0,0.5,pso,9,247912.3862
15,15,10,0.0,0.5,pso,10,247912.3862
15,15,10,0.0,0.5,pso,11,247912.3862
15,15,10,0.0,0.5,pso,12,247912.3862
15,15,10,0.0,0.5,pso,13,247912.3862
15,15,10,0.0,0.5,pso,14,247912.3862
15,15,10,0.0,0.5,pso,15,247912.3862
15,15,10,0.0,0.5,pso,16,247912.3862
15,15,10,0.0,0.5,pso,17,247901.9418
15,15,10,0.0,0.5,pso,18,247799.445
15,15,10,0.0,0.5,pso,19,247525.3903
15,15,10,0.0,0.5,pso,20,247129.9008
15,15,10,0.0,0.5,ga,0,247912.3862
15,15,10,0.0,0.5,ga,1,247912.3862
15,15,10,0.0,0.5,ga,2,247912.3862
15,15,10,0.0,0.5,ga,3,247912.3862
15,15,10,0.0,0.5,ga,4,247912.3862
15,15,10,0.0,0.5,ga,5,247912.3862
15,15,10,0.0,0.5,ga,6,246741.0415
15,15,10,0.0,0.5,ga,7,246741.0415
15,15,10,0.0,0.5,ga,8,246589.211
15,15,10,0.0,0.5,ga,9,246589.211
15,15,10,0.0,0.5,ga,10,246589.211
15,15,10,0.0,0.5,ga,11,246589.211
15,15,10,0.0,0.5,ga,12,246589.211
15,15,10,0.0,0.5,ga,13,246589.211
15,15,10,0.0,0.5,ga,14,246589.211
15,15,10,0.0,0.5,ga,15,246589.211
15,15,10,0.0,0.5,ga,16,246589.211
15,15,10,0.0,0.5,ga,17,246589.211
15,15,10,0.0,0.5,ga,18,246589.211
15,15,10,0.0,0.5,ga,19,246589.211
15,15,10,0.0,0.5,ga,20,246589.211
15,15,10,9.0,0.1,qpso,0,162132.941
15,15,10,9.0,0.1,qpso,1,162132.941
15,15,10,9.0,0.1,qpso,2,161930.5061
15,15,10,9.0,0.1,qpso,3,161930.5061
15,15,10,9.0,0.1,qpso,4,161883.9686
15,15,10,9.0,0.1,qpso,5,161883.9686
15,15,10,9.0,0.1,qpso,6,161883.9686
15,15,10,9.0,0.1,qpso,7,161249.2804
15,15,10,9.0,0.1,qpso,8,161249.2804
15,15,10,9.0,0.1,qpso,9,161249.2804
15,15,10,9.0,0.1,qpso,10,161249.2804
15,15,10,9.0,0.1,qpso,11,161249.2804
15,15,10,9.0,0.1,qpso,12,161249.2804
15,15,10,9.0,0.1,qpso,13,161234.1827
15,15,10,9.0,0.1,qpso,14,161234.1827
15,15,10,9.0,0.1,qpso,15,161234.1827
15,15,10,9.0,0.1,qpso,16,161020.2348
15,15,10,9.0,0.1,qpso,17,161020.2348
15,15,10,9.0,0.1,qpso,18,161020.2348
15,15,10,9.0,0.1,qpso,19,161020.2348
15,15,10,9.0,0.1,qpso,20,161020.2348
15,15,10,9.0,0.1,pso,0,162132.941
15,15,10,9.0,0.1,pso,1,161560.7457
15,15,10,9.0,0.1,pso,2,161560.7457
15,15,10,9.0,0.1,pso,3,161312.0568
15,15,10,9.0,0.1,pso,4,161312.0568
15,15,10,9.0,0.1,pso,5,161312.0568
15,15,10,9.0,0.1,pso,6,161312.0568
15,15,10,9.0,0.1,pso,7,161256.2806
15,15,10,9.0,0.1,pso,8,161256.2806
15,15,10,9.0,0.1,pso,9,161213.0494
15,15,10,9.0,0.1,pso,10,161213.0494
15,15,10,9.0,0.1,pso,11,161213.0494
15,15,10,9.0,0.1,pso,12,161213.0494
15,15,10,9.0,0.1,pso,13,161213.0494
15,15,10,9.0,0.1,pso,14,161213.0494
15,15,10,9.0,0.1,pso,15,161213.0494
15,15,10,9.0,0.1,pso,16,161213.0494
15,15,10,9.0,0.1,pso,17,161213.0494
15,15,10,9.0,0.1,pso,18,161213.0494
15,15,10,9.0,0.1,pso,19,161213.0494
15,15,10,9.0,0.1,pso,20,161213.0494
15,15,10,9.0,0.1,ga,0,162132.941
15,15,10,9.0,0.1,ga,1,161248.8294
15,15,10,9.0,0.1,ga,2,161248.8294
15,15,10,9.0,0.1,ga,3,161248.8294
15,15,10,9.0,0.1,ga,4,161245.8202
15,15,10,9.0,0.1,ga,5,161143.6616
15,15,10,9.0,0.1,ga,6,161143.6616
15,15,10,9.0,0.1,ga,7,161140.6525
15,15,10,9.0,0.1,ga,8,161140.6525
15,15,10,9.0,0.1,ga,9,161140.6525
15,15,10,9.0,0.1,ga,10,161140.6525
15,15,10,9.0,0.1,ga,11,161140.6525
15,15,10,9.0,0.1,ga,12,161140.6525
15,15,10,9.0,0.1,ga,13,161140.6525
15,15,10,9.0,0.1,ga,14,161140.6525
15,15,10,9.0,0.1,ga,15,161140.6525
15,15,10,9.0,0.1,ga,16,161140.6525
15,15,10,9.0,0.1,ga,17,161140.6525
15,15,10,9.0,0.1,ga,18,161140.6525
15,15,10,9.0,0.1,ga,19,161140.6525
15,15,10,9.0,0.1,ga,20,161140.6525
15,15,10,9.0,0.5,qpso,0,345127.5659
15,15,10,9.0,0.5,qpso,1,345127.5659
15,15,10,9.0,0.5,qpso,2,345127.5659
15,15,10,9.0,0.5,qpso,3,345127.5659
15,15,10,9.0,0.5,qpso,4,345127.5659
15,15,10,9.0,0.5,qpso,5,345127.5659
15,15,10,9.0,0.5,qpso,6,345127.5659
15,15,10,9.0,0.5,qpso,7,345127.5659
15,15,10,9.0,0.5,qpso,8,344832.2808
15,15,10,9.0,0.5,qpso,9,344776.3493
15,15,10,9.0,0.5,qpso,10,344776.3493
15,15,10,9.0,0.5,qpso,11,344776.3493
15,15,10,9.0,0.5,qpso,12,344776.3493
15,15,10,9.0,0.5,qpso,13,344776.3493
15,15,10,9.0,0.5,qpso,14,343568.7216
15,15,10,9.0,0.5,qpso,15,343568.7216
15,15,10,9.0,0.5,qpso,16,343568.7216
15,15,10,9.0,0.5,qpso,17,343441.6697
15,15,10,9.0,0.5,qpso,18,343258.528
15,15,10,9.0,0.5,qpso,19,343258.528
15,15,10,9.0,0.5,qpso,20,342755.1766
15,15,10,9.0,0.5,pso,0,345127.5659
15,15,10,9.0,0.5,pso,1,345127.5659
15,15,10,9.0,0.5,pso,2,345127.5659
15,15,10,9.0,0.5,pso,3,345127.5659
15,15,10,9.0,0.5,pso,4,344122.3184
15,15,10,9.0,0.5,pso,5,344122.3184
15,15,10,9.0,0.5,pso,6,344122.3184
15,15,10,9.0,0.5,pso,7,344122.3184
15,15,10,9.0,0.5,pso,8,344122.3184
15,15,10,9.0,0.5,pso,9,344122.3184
15,15,10,9.0,0.5,pso,10,344122.3184
15,15,10,9.0,0.5,pso,11,344122.3184
15,15,10,9.0,0.5,pso,12,343467.834
15,15,10,9.0,0.5,pso,13,343467.834
15,15,10,9.0,0.5,pso,14,343467.834
15,15,10,9.0,0.5,pso,15,343467.834
15,15,10,9.0,0.5,pso,16,343467.834
15,15,10,9.0,0.5,pso,17,343467.834
15,15,10,9.0,0.5,pso,18,343467.834
15,15,10,9.0,0.5,pso,19,343467.834
15,15,10,9.0,0.5,pso,20,343467.834
15,15,10,9.0,0.5,ga,0,345127.5659
15,15,10,9.0,0.5,ga,1,345127.5659
15,15,10,9.0,0.5,ga,2,345127.5659
15,15,10,9.0,0.5,ga,3,345127.5659
15,15,10,9.0,0.5,ga,4,345127.5659
15,15,10,9.0,0.5,ga,5,345127.5659
15,15,10,9.0,0.5,ga,6,343336.7652
15,15,10,9.0,0.5,ga,7,343336.7652
15,15,10,9.0,0.5,ga,8,343336.7652
15,15,10,9.0,0.5,ga,9,343200.2659
15,15,10,9.0,0.5,ga,10,342865.1129
15,15,10,9.0,0.5,ga,11,342865.1129
15,15,10,9.0,0.5,ga,12,342705.123
15,15,10,9.0,0.5,ga,13,342705.123
15,15,10,9.0,0.5,ga,14,342705.123
15,15,10,9.0,0.5,ga,15,342705.123
15,15,10,9.0,0.5,ga,16,342705.123
15,15,10,9.0,0.5,ga,17,342420.4824
15,15,10,9.0,0.5,ga,18,342420.4824
15,15,10,9.0,0.5,ga,19,342289.1239
15,15,10,9.0,0.5,ga,20,342289.1239
15,15,20,0.0,0.1,qpso,0,410389.1265
15,15,20,0.0,0.1,qpso,1,410389.1265
15,15,20,0.0,0.1,qpso,2,410389.1265
15,15,20,0.0,0.1,qpso,3,410389.1265
15,15,20,0.0,0.1,qpso,4,410389.1265
15,15,20,0.0,0.1,qpso,5,410389.1265
15,15,20,0.0,0.1,qpso,6,410389.1265
15,15,20,0.0,0.1,qpso,7,410389.1265
15,15,20,0.0,0.1,qpso,8,410389.1265
15,15,20,0.0,0.1,qpso,9,410389.1265
15,15,20,0.0,0.1,qpso,10,410389.1265
15,15,20,0.0,0.1,qpso,11,410389.1265
15,15,20,0.0,0.1,qpso,12,410389.1265
15,15,20,0.0,0.1,qpso,13,410389.1265
15,15,20,0.0,0.1,qpso,14,410389.1265
15,15,20,0.0,0.1,qpso,15,410389.1265
15,15,20,0.0,0.1,qpso,16,410389.1265
15,15,20,0.0,0.1,qpso,17,410389.1265
15,15,20,0.0,0.1,qpso,18,410389.1265
15,15,20,0.0,0.1,qpso,19,410389.1265
15,15,20,0.0,0.1,qpso,20,410389.1265
15,15,20,0.0,0.1,pso,0,410389.1265
15,15,20,0.0,0.1,pso,1,410389.1265
15,15,20,0.0,0.1,pso,2,410389.1265
15,15,20,0.0,0.1,pso,3,410389.1265
15,15,20,0.0,0.1,pso,4,410389.1265
15,15,20,0.0,0.1,pso,5,410389.1265
15,15,20,0.0,0.1,pso,6,410389.1265
15,15,20,0.0,0.1,pso,7,410389.1265
15,15,20,0.0,0.1,pso,8,410389.1265
15,15,20,0.0,0.1,pso,9,410389.1265
15,15,20,0.0,0.1,pso,10,410389.1265
15,15,20,0.0,0.1,pso,11,410389.1265
15,15,20,0.0,0.1,pso,12,410389.1265
15,15,20,0.0,0.1,pso,13,410389.1265
15,15,20,0.0,0.1,pso,14,410389.1265
15,15,20,0.0,0.1,pso,15,410389.1265
15,15,20,0.0,0.1,pso,16,410389.1265
15,15,20,0.0,0.1,pso,17,410389.1265
15,15,20,0.0,0.1,pso,18,410389.1265
15,15,20,0.0,0.1,pso,19,410389.1265
15,15,20,0.0,0.1,pso,20,410389.1265
15,15,20,0.0,0.1,ga,0,410389.1265
15,15,20,0.0,0.1,ga,1,410389.1265
15,15,20,0.0,0.1,ga,2,410389.1265
15,15,20,0.0,0.1,ga,3,410389.1265
15,15,20,0.0,0.1,ga,4,410389.1265
15,15,20,0.0,0.1,ga,5,410389.1265
15,15,20,0.0,0.1,ga,6,410389.1265
15,15,20,0.0,0.1,ga,7,410389.1265
15,15,20,0.0,0.1,ga,8,410389.1265
15,15,20,0.0,0.1,ga,9,410389.1265
15,15,20,0.0,0.1,ga,10,410389.1265
15,15,20,0.0,0.1,ga,11,410389.1265
15,15,20,0.0,0.1,ga,12,410389.1265
15,15,20,0.0,0.1,ga,13,410389.1265
15,15,20,0.0,0.1,ga,14,410389.1265
15,15,20,0.0,0.1,ga,15,410389.1265
15,15,20,0.0,0.1,ga,16,410389.1265
15,15,20,0.0,0.1,ga,17,410389.1265
15,15,20,0.0,0.1,ga,18,410389.1265
15,15,20,0.0,0.1,ga,19,410389.1265
15,15,20,0.0,0.1,ga,20,410389.1265
15,15,20,0.0,0.5,qpso,0,489731.2009
15,15,20,0.0,0.5,qpso,1,489731.2009
15,15,20,0.0,0.5,qpso,2,489731.2009
15,15,20,0.0,0.5,qpso,3,489731.2009
15,15,20,0.0,0.5,qpso,4,489731.2009
15,15,20,0.0,0.5,qpso,5,489731.2009
15,15,20,0.0,0.5,qpso,6,489731.2009
15,15,20,0.0,0.5,qpso,7,489731.2009
15,15,20,0.0,0.5,qpso,8,489731.2009
15,15,20,0.0,0.5,qpso,9,489731.2009
15,15,20,0.0,0.5,qpso,10,489731.2009
15,15,20,0.0,0.5,qpso,11,489731.2009
15,15,20,0.0,0.5,qpso,12,489731.2009
15,15,20,0.0,0.5,qpso,13,489731.2009
15,15,20,0.0,0.5,qpso,14,489731.2009
15,15,20,0.0,0.5,qpso,15,489731.2009
15,15,20,0.0,0.5,qpso,16,489731.2009
15,15,20,0.0,0.5,qpso,17,489731.2009
15,15,20,0.0,0.5,qpso,18,489731.2009
15,15,20,0.0,0.5,qpso,19,489731.2009
15,15,20,0.0,0.5,qpso,20,489731.2009
15,15,20,0.0,0.5,pso,0,489731.2009
15,15,20,0.0,0.5,pso,1,489731.2009
15,15,20,0.0,0.5,pso,2,489731.2009
15,15,20,0.0,0.5,pso,3,489731.2009
15,15,20,0.0,0.5,pso,4,489731.2009
15,15,20,0.0,0.5,pso,5,489731.2009
15,15,20,0.0,0.5,pso,6,489731.2009
15,15,20,0.0,0.5,pso,7,489731.2009
15,15,20,0.0,0.5,pso,8,489731.2009
15,15,20,0.0,0.5,pso,9,489731.2009
15,15,20,0.0,0.5,pso,10,489731.2009
15,15,20,0.0,0.5,pso,11,489731.2009
15,15,20,0.0,0.5,pso,12,489731.2009
15,15,20,0.0,0.5,pso,13,489731.2009
15,15,20,0.0,0.5,pso,14,489731.2009
15,15,20,0.0,0.5,pso,15,489731.2009
15,15,20,0.0,0.5,pso,16,489731.2009
15,15,20,0.0,0.5,pso,17,489731.2009
15,15,20,0.0,0.5,pso,18,489731.2009
15,15,20,0.0,0.5,pso,19,489731.2009
15,15,20,0.0,0.5,pso,20,489731.2009
15,15,20,0.0,0.5,ga,0,489731.2009
15,15,20,0.0,0.5,ga,1,489731.2009
15,15,20,0.0,0.5,ga,2,489731.2009
15,15,20,0.0,0.5,ga,3,489731.2009
15,15,20,0.0,0.5,ga,4,489731.2009
15,15,20,0.0,0.5,ga,5,489731.2009
15,15,20,0.0,0.5,ga,6,489731.2009
15,15,20,0.0,0.5,ga,7,489731.2009
15,15,20,0.0,0.5,ga,8,489731.2009
15,15,20,0.0,0.5,ga,9,489731.2009
15,15,20,0.0,0.5,ga,10,489731.2009
15,15,20,0.0,0.5,ga,11,489731.2009
15,15,20,0.0,0.5,ga,12,489731.2009
15,15,20,0.0,0.5,ga,13,489731.2009
15,15,20,0.0,0.5,ga,14,489731.2009
15,15,20,0.0,0.5,ga,15,489731.2009
15,15,20,0.0,0.5,ga,16,489731.2009
15,15,20,0.0,0.5,ga,17,489731.2009
15,15,20,0.0,0.5,ga,18,489731.2009
15,15,20,0.0,0.5,ga,19,489731.2009
15,15,20,0.0,0.5,ga,20,489731.2009
15,15,20,9.0,0.1,qpso,0,422119.418
15,15,20,9.0,0.1,qpso,1,420229.8328
15,15,20,9.0,0.1,qpso,2,419938.5194
15,15,20,9.0,0.1,qpso,3,419938.5194
15,15,20,9.0,0.1,qpso,4,419938.5194
15,15,20,9.0,0.1,qpso,5,419938.5194
15,15,20,9.0,0.1,qpso,6,419938.5194
15,15,20,9.0,0.1,qpso,7,419938.5194
15,15,20,9.0,0.1,qpso,8,419938.5194
15,15,20,9.0,0.1,qpso,9,419938.5194
15,15,20,9.0,0.1,qpso,10,419728.1924
15,15,20,9.0,0.1,qpso,11,419728.1924
15,15,20,9.0,0.1,qpso,12,419728.1924
15,15,20,9.0,0.1,qpso,13,419218.0597
15,15,20,9.0,0.1,qpso,14,419218.0597
15,15,20,9.0,0.1,qpso,15,419218.0597
15,15,20,9.0,0.1,qpso,16,418428.1995
15,15,20,9.0,0.1,qpso,17,418428.1995
15,15,20,9.0,0.1,qpso,18,418428.1995
15,15,20,9.0,0.1,qpso,19,418428.1995
15,15,20,9.0,0.1,qpso,20,418428.1995
15,15,20,9.0,0.1,pso,0,422119.418
15,15,20,9.0,0.1,pso,1,420221.4773
15,15,20,9.0,0.1,pso,2,419774.9339
15,15,20,9.0,0.1,pso,3,419774.9339
15,15,20,9.0,0.1,pso,4,418722.7861
15,15,20,9.0,0.1,pso,5,418655.0301
15,15,20,9.0,0.1,pso,6,417789.7534
15,15,20,9.0,0.1,pso,7,417789.7534
15,15,20,9.0,0.1,pso,8,417789.7534
15,15,20,9.0,0.1,pso,9,417448.7066
15,15,20,9.0,0.1,pso,10,417448.7066
15,15,20,9.0,0.1,pso,11,417448.7066
15,15,20,9.0,0.1,pso,12,417280.8068
15,15,20,9.0,0.1,pso,13,417280.8068
15,15,20,9.0,0.1,pso,14,417280.8068
15,15,20,9.0,0.1,pso,15,417280.8068
15,15,20,9.0,0.1,pso,16,417205.2324
15,15,20,9.0,0.1,pso,17,417205.2324
15,15,20,9.0,0.1,pso,18,417205.2324
15,15,20,9.0,0.1,pso,19,417205.2324
15,15,20,9.0,0.1,pso,20,417066.4441
15,15,20,9.0,0.1,ga,0,422119.418
15,15,20,9.0,0.1,ga,1,420954.868
15,15,20,9.0,0.1,ga,2,420954.868
15,15,20,9.0,0.1,ga,3,420402.8596
15,15,20,9.0,0.1,ga,4,420402.8596
15,15,20,9.0,0.1,ga,5,420402.8596
15,15,20,9.0,0.1,ga,6,419018.558
15,15,20,9.0,0.1,ga,7,419018.558
15,15,20,9.0,0.1,ga,8,419018.558
15,15,20,9.0,0.1,ga,9,418923.8773
15,15,20,9.0,0.1,ga,10,418823.2437
15,15,20,9.0,0.1,ga,11,418236.4346
15,15,20,9.0,0.1,ga,12,418236.4346
15,15,20,9.0,0.1,ga,13,418082.901
15,15,20,9.0,0.1,ga,14,417967.0853
15,15,20,9.0,0.1,ga,15,417967.0853
15,15,20,9.0,0.1,ga,16,417967.0853
15,15,20,9.0,0.1,ga,17,417967.0853
15,15,20,9.0,0.1,ga,18,417923.5716
15,15,20,9.0,0.1,ga,19,417923.5716
15,15,20,9.0,0.1,ga,20,417923.5716
15,15,20,9.0,0.5,qpso,0,706919.7951
15,15,20,9.0,0.5,qpso,1,706919.7951
15,15,20,9.0,0.5,qpso,2,706919.7951
15,15,20,9.0,0.5,qpso,3,706919.7951
15,15,20,9.0,0.5,qpso,4,706919.7951
15,15,20,9.0,0.5,qpso,5,706919.7951
15,15,20,9.0,0.5,qpso,6,706919.7951
15,15,20,9.0,0.5,qpso,7,705723.8148
15,15,20,9.0,0.5,qpso,8,705723.8148
15,15,20,9.0,0.5,qpso,9,705723.8148
15,15,20,9.0,0.5,qpso,10,705723.8148
15,15,20,9.0,0.5,qpso,11,705723.8148
15,15,20,9.0,0.5,qpso,12,705028.9435
15,15,20,9.0,0.5,qpso,13,705028.9435
15,15,20,9.0,0.5,qpso,14,705028.9435
15,15,20,9.0,0.5,qpso,15,704218.7283
15,15,20,9.0,0.5,qpso,16,704218.7283
15,15,20,9.0,0.5,qpso,17,703619.1675
15,15,20,9.0,0.5,qpso,18,703619.1675
15,15,20,9.0,0.5,qpso,19,703619.1675
15,15,20,9.0,0.5,qpso,20,703478.7943
15,15,20,9.0,0.5,pso,0,706919.7951
15,15,20,9.0,0.5,pso,1,706919.7951
15,15,20,9.0,0.5,pso,2,706919.7951
15,15,20,9.0,0.5,pso,3,706919.7951
15,15,20,9.0,0.5,pso,4,706919.7951
15,15,20,9.0,0.5,pso,5,706919.7951
15,15,20,9.0,0.5,pso,6,706919.7951
15,15,20,9.0,0.5,pso,7,706919.7951
15,15,20,9.0,0.5,pso,8,706919.7951
15,15,20,9.0,0.5,pso,9,706919.7951
15,15,20,9.0,0.5,pso,10,706919.7951
15,15,20,9.0,0.5,pso,11,706919.7951
15,15,20,9.0,0.5,pso,12,706919.7951
15,15,20,9.0,0.5,pso,13,706919.7951
15,15,20,9.0,0.5,pso,14,706919.7951
15,15,20,9.0,0.5,pso,15,706919.7951
15,15,20,9.0,0.5,pso,16,706919.7951
15,15,20,9.0,0.5,pso,17,706919.7951
15,15,20,9.0,0.5,pso,18,706919.7951
15,15,20,9.0,0.5,pso,19,706889.9007
15,15,20,9.0,0.5,pso,20,706889.9007
15,15,20,9.0,0.5,ga,0,706919.7951
15,15,20,9.0,0.5,ga,1,703658.4284
15,15,20,9.0,0.5,ga,2,703658.4284
15,15,20,9.0,0.5,ga,3,700496.3681
15,15,20,9.0,0.5,ga,4,700169.1308
15,15,20,9.0,0.5,ga,5,700169.1308
15,15,20,9.0,0.5,ga,6,700169.1308
15,15,20,9.0,0.5,ga,7,700169.1308
15,15,20,9.0,0.5,ga,8,699975.009
15,15,20,9.0,0.5,ga,9,699975.009
15,15,20,9.0,0.5,ga,10,699975.009
15,15,20,9.0,0.5,ga,11,699975.009
15,15,20,9.0,0.5,ga,12,699975.009
15,15,20,9.0,0.5,ga,13,699975.009
15,15,20,9.0,0.5,ga,14,699975.009
15,15,20,9.0,0.5,ga,15,699975.009
15,15,20,9.0,0.5,ga,16,699975.009
15,15,20,9.0,0.5,ga,17,699615.4566
15,15,20,9.0,0.5,ga,18,699615.4566
15,15,20,9.0,0.5,ga,19,699615.4566
15,15,20,9.0,0.5,ga,20,699615.4566
